Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
Main WingCp Coefficients
Strip 1
 717,   9.283e-01,  -1.526e+00,   8.982e-03,       0.116,       0.000,       0.993,   4.792e-03,      0.4362
 718,   9.200e-01,  -1.526e+00,   9.951e-03,       0.115,       0.000,       0.993,   5.034e-03,      0.4614
 719,   9.113e-01,  -1.526e+00,   1.095e-02,       0.112,       0.000,       0.994,   5.271e-03,      0.4845
 720,   9.022e-01,  -1.526e+00,   1.198e-02,       0.110,       0.000,       0.994,   5.503e-03,      0.5081
 721,   8.926e-01,  -1.526e+00,   1.303e-02,       0.108,       0.000,       0.994,   5.729e-03,      0.5320
 722,   8.827e-01,  -1.526e+00,   1.410e-02,       0.106,      -0.000,       0.994,   5.949e-03,      0.5561
 723,   8.724e-01,  -1.526e+00,   1.520e-02,       0.104,      -0.000,       0.995,   6.164e-03,      0.5806
 724,   8.618e-01,  -1.526e+00,   1.631e-02,       0.102,       0.000,       0.995,   6.372e-03,      0.6050
 725,   8.507e-01,  -1.526e+00,   1.742e-02,       0.099,       0.000,       0.995,   6.573e-03,      0.6284
 726,   8.394e-01,  -1.526e+00,   1.855e-02,       0.096,       0.000,       0.995,   6.769e-03,      0.6522
 727,   8.277e-01,  -1.526e+00,   1.967e-02,       0.094,       0.000,       0.996,   6.957e-03,      0.6760
 728,   8.156e-01,  -1.526e+00,   2.080e-02,       0.091,       0.000,       0.996,   7.138e-03,      0.7000
 729,   8.033e-01,  -1.526e+00,   2.192e-02,       0.089,       0.000,       0.996,   7.313e-03,      0.7241
 730,   7.907e-01,  -1.526e+00,   2.303e-02,       0.086,      -0.000,       0.996,   7.480e-03,      0.7481
 731,   7.778e-01,  -1.526e+00,   2.414e-02,       0.083,      -0.000,       0.997,   7.639e-03,      0.7723
 732,   7.646e-01,  -1.526e+00,   2.522e-02,       0.080,       0.000,       0.997,   7.791e-03,      0.7965
 733,   7.511e-01,  -1.526e+00,   2.629e-02,       0.077,       0.000,       0.997,   7.936e-03,      0.8207
 734,   7.374e-01,  -1.526e+00,   2.734e-02,       0.074,       0.000,       0.997,   8.072e-03,      0.8450
 735,   7.235e-01,  -1.526e+00,   2.837e-02,       0.071,       0.000,       0.997,   8.200e-03,      0.8694
 736,   7.093e-01,  -1.526e+00,   2.936e-02,       0.068,       0.000,       0.998,   8.321e-03,      0.8939
 737,   6.949e-01,  -1.526e+00,   3.033e-02,       0.065,       0.000,       0.998,   8.433e-03,      0.9186
 738,   6.804e-01,  -1.526e+00,   3.126e-02,       0.061,       0.000,       0.998,   8.537e-03,      0.9434
 739,   6.657e-01,  -1.526e+00,   3.215e-02,       0.058,       0.000,       0.998,   8.632e-03,      0.9683
 740,   6.508e-01,  -1.526e+00,   3.300e-02,       0.055,       0.000,       0.998,   8.719e-03,      0.9935
 741,   6.357e-01,  -1.526e+00,   3.382e-02,       0.051,       0.000,       0.999,   8.797e-03,      1.0189
 742,   6.205e-01,  -1.526e+00,   3.459e-02,       0.048,       0.000,       0.999,   8.867e-03,      1.0445
 743,   6.052e-01,  -1.526e+00,   3.531e-02,       0.045,       0.000,       0.999,   8.928e-03,      1.0705
 744,   5.898e-01,  -1.526e+00,   3.599e-02,       0.041,       0.000,       0.999,   8.981e-03,      1.0969
 745,   5.743e-01,  -1.526e+00,   3.661e-02,       0.038,       0.000,       0.999,   9.024e-03,      1.1237
 746,   5.588e-01,  -1.526e+00,   3.719e-02,       0.034,       0.000,       0.999,   9.059e-03,      1.1510
 747,   5.431e-01,  -1.526e+00,   3.771e-02,       0.031,       0.000,       1.000,   9.085e-03,      1.1789
 748,   5.275e-01,  -1.526e+00,   3.819e-02,       0.028,       0.000,       1.000,   9.102e-03,      1.2075
 749,   5.118e-01,  -1.526e+00,   3.860e-02,       0.024,       0.000,       1.000,   9.110e-03,      1.2372
 750,   4.961e-01,  -1.526e+00,   3.897e-02,       0.020,       0.000,       1.000,   9.109e-03,      1.2674
 751,   4.804e-01,  -1.526e+00,   3.928e-02,       0.017,       0.000,       1.000,   9.100e-03,      1.2982
 752,   4.647e-01,  -1.526e+00,   3.953e-02,       0.013,       0.000,       1.000,   9.081e-03,      1.3306
 753,   4.490e-01,  -1.526e+00,   3.972e-02,       0.010,       0.000,       1.000,   9.054e-03,      1.3649
 754,   4.334e-01,  -1.526e+00,   3.987e-02,       0.007,       0.000,       1.000,   9.018e-03,      1.4018
 755,   4.179e-01,  -1.526e+00,   3.995e-02,       0.003,       0.000,       1.000,   8.973e-03,      1.4440
 756,   4.025e-01,  -1.526e+00,   3.999e-02,      -0.001,       0.000,       1.000,   8.919e-03,      1.4912
 757,   3.871e-01,  -1.526e+00,   3.994e-02,      -0.008,       0.000,       1.000,   8.857e-03,      1.5354
 758,   3.719e-01,  -1.526e+00,   3.979e-02,      -0.016,       0.000,       1.000,   8.787e-03,      1.5751
 759,   3.568e-01,  -1.526e+00,   3.952e-02,      -0.024,       0.000,       1.000,   8.708e-03,      1.6116
 760,   3.418e-01,  -1.526e+00,   3.913e-02,      -0.031,       0.000,       1.000,   8.622e-03,      1.6480
 761,   3.270e-01,  -1.526e+00,   3.865e-02,      -0.038,       0.000,       0.999,   8.527e-03,      1.6842
 762,   3.123e-01,  -1.526e+00,   3.806e-02,      -0.046,       0.000,       0.999,   8.424e-03,      1.7206
 763,   2.978e-01,  -1.526e+00,   3.737e-02,      -0.053,       0.000,       0.999,   8.313e-03,      1.7576
 764,   2.836e-01,  -1.526e+00,   3.660e-02,      -0.060,       0.000,       0.998,   8.194e-03,      1.7958
 765,   2.695e-01,  -1.526e+00,   3.573e-02,      -0.067,       0.000,       0.998,   8.068e-03,      1.8319
 766,   2.557e-01,  -1.526e+00,   3.478e-02,      -0.074,       0.000,       0.997,   7.934e-03,      1.8695
 767,   2.421e-01,  -1.526e+00,   3.375e-02,      -0.080,       0.000,       0.997,   7.792e-03,      1.9088
 768,   2.288e-01,  -1.526e+00,   3.266e-02,      -0.087,       0.000,       0.996,   7.642e-03,      1.9499
 769,   2.157e-01,  -1.526e+00,   3.150e-02,      -0.093,      -0.000,       0.996,   7.485e-03,      1.9935
 770,   2.030e-01,  -1.526e+00,   3.028e-02,      -0.099,      -0.000,       0.995,   7.320e-03,      2.0392
 771,   1.905e-01,  -1.526e+00,   2.902e-02,      -0.106,      -0.000,       0.994,   7.149e-03,      2.0853
 772,   1.783e-01,  -1.526e+00,   2.770e-02,      -0.112,      -0.000,       0.994,   6.970e-03,      2.1351
 773,   1.664e-01,  -1.526e+00,   2.635e-02,      -0.117,       0.000,       0.993,   6.784e-03,      2.1888
 774,   1.549e-01,  -1.526e+00,   2.497e-02,      -0.123,       0.000,       0.992,   6.591e-03,      2.2469
 775,   1.437e-01,  -1.526e+00,   2.357e-02,      -0.128,       0.000,       0.992,   6.391e-03,      2.3105
 776,   1.329e-01,  -1.526e+00,   2.215e-02,      -0.134,       0.000,       0.991,   6.186e-03,      2.3777
 777,   1.224e-01,  -1.526e+00,   2.073e-02,      -0.139,       0.000,       0.990,   5.973e-03,      2.4509
 778,   1.123e-01,  -1.526e+00,   1.930e-02,      -0.144,       0.000,       0.990,   5.755e-03,      2.5321
 779,   1.026e-01,  -1.526e+00,   1.787e-02,      -0.148,       0.000,       0.989,   5.530e-03,      2.6220
 780,   9.323e-02,  -1.526e+00,   1.647e-02,      -0.153,       0.000,       0.988,   5.299e-03,      2.7224
 781,   8.430e-02,  -1.526e+00,   1.508e-02,      -0.157,       0.000,       0.988,   5.063e-03,      2.8345
 782,   7.578e-02,  -1.526e+00,   1.372e-02,      -0.161,       0.000,       0.987,   4.822e-03,      2.9588
 783,   6.768e-02,  -1.526e+00,   1.239e-02,      -0.165,       0.000,       0.986,   4.576e-03,      3.1005
 784,   6.001e-02,  -1.526e+00,   1.110e-02,      -0.168,       0.000,       0.986,   4.324e-03,      3.2624
 785,   5.277e-02,  -1.526e+00,   9.853e-03,      -0.172,       0.000,       0.985,   4.068e-03,      3.4487
 786,   4.597e-02,  -1.526e+00,   8.663e-03,      -0.175,      -0.000,       0.985,   3.807e-03,      3.6652
 787,   3.962e-02,  -1.526e+00,   7.529e-03,      -0.178,      -0.000,       0.984,   3.542e-03,      3.9176
 788,   3.372e-02,  -1.526e+00,   6.458e-03,      -0.181,      -0.000,       0.984,   3.274e-03,      4.2168
 789,   2.829e-02,  -1.526e+00,   5.455e-03,      -0.183,       0.000,       0.983,   3.001e-03,      4.5765
 790,   2.332e-02,  -1.526e+00,   4.525e-03,      -0.186,      -0.000,       0.983,   2.726e-03,      5.0159
 791,   1.882e-02,  -1.526e+00,   3.673e-03,      -0.188,      -0.000,       0.982,   2.447e-03,      5.5630
 792,   1.479e-02,  -1.526e+00,   2.903e-03,      -0.189,      -0.000,       0.982,   2.166e-03,      6.2611
 793,   1.125e-02,  -1.526e+00,   2.217e-03,      -0.191,      -0.000,       0.982,   1.882e-03,      7.1788
 794,   8.181e-03,  -1.526e+00,   1.619e-03,      -0.193,      -0.000,       0.981,   1.596e-03,      8.4365
 795,   5.603e-03,  -1.526e+00,   1.112e-03,      -0.194,       0.000,       0.981,   1.308e-03,     10.2602
 796,   3.512e-03,  -1.526e+00,   6.990e-04,      -0.195,       0.000,       0.981,   1.019e-03,     13.1300
 797,   1.911e-03,  -1.526e+00,   3.811e-04,      -0.195,      -0.000,       0.981,   7.287e-04,     18.2782
 798,   8.017e-04,  -1.526e+00,   1.601e-04,      -0.196,       0.000,       0.981,   4.375e-04,     30.0375
 799,   1.850e-04,  -1.526e+00,   3.695e-05,      -0.196,       0.000,       0.981,   1.459e-04,     72.0410
Strip 9
 800,   9.999e-01,  -9.309e-01,   8.207e-06,       0.132,       0.000,       0.991,   1.519e-04,      0.0287
 801,   9.996e-01,  -9.309e-01,   5.744e-05,       0.132,       0.000,       0.991,   4.556e-04,      0.0506
 802,   9.987e-01,  -9.309e-01,   1.722e-04,       0.132,       0.000,       0.991,   7.588e-04,      0.0755
 803,   9.974e-01,  -9.309e-01,   3.522e-04,       0.131,       0.000,       0.991,   1.061e-03,      0.0991
 804,   9.955e-01,  -9.309e-01,   5.966e-04,       0.131,       0.000,       0.991,   1.363e-03,      0.1245
 805,   9.932e-01,  -9.309e-01,   9.050e-04,       0.130,       0.000,       0.991,   1.662e-03,      0.1483
 806,   9.903e-01,  -9.309e-01,   1.276e-03,       0.130,      -0.000,       0.992,   1.961e-03,      0.1739
 807,   9.870e-01,  -9.309e-01,   1.708e-03,       0.129,      -0.000,       0.992,   2.257e-03,      0.1972
 808,   9.833e-01,  -9.309e-01,   2.200e-03,       0.129,       0.000,       0.992,   2.551e-03,      0.2236
 809,   9.790e-01,  -9.309e-01,   2.751e-03,       0.127,       0.000,       0.992,   2.842e-03,      0.2466
 810,   9.743e-01,  -9.309e-01,   3.357e-03,       0.126,       0.000,       0.992,   3.130e-03,      0.2715
 811,   9.691e-01,  -9.309e-01,   4.018e-03,       0.125,      -0.000,       0.992,   3.416e-03,      0.2971
 812,   9.634e-01,  -9.309e-01,   4.731e-03,       0.124,       0.000,       0.992,   3.697e-03,      0.3202
 813,   9.573e-01,  -9.309e-01,   5.492e-03,       0.123,       0.000,       0.992,   3.975e-03,      0.3450
 814,   9.507e-01,  -9.309e-01,   6.302e-03,       0.121,       0.000,       0.993,   4.249e-03,      0.3708
 815,   9.437e-01,  -9.309e-01,   7.156e-03,       0.119,       0.000,       0.993,   4.518e-03,      0.3940
 816,   9.362e-01,  -9.309e-01,   8.050e-03,       0.118,       0.000,       0.993,   4.783e-03,      0.4182
 817,   9.283e-01,  -9.309e-01,   8.982e-03,       0.116,       0.000,       0.993,   5.043e-03,      0.4430
 818,   9.200e-01,  -9.309e-01,   9.951e-03,       0.115,       0.000,       0.993,   5.298e-03,      0.4686
 819,   9.113e-01,  -9.309e-01,   1.095e-02,       0.112,       0.000,       0.994,   5.547e-03,      0.4920
 820,   9.022e-01,  -9.309e-01,   1.198e-02,       0.110,       0.000,       0.994,   5.791e-03,      0.5160
 821,   8.926e-01,  -9.309e-01,   1.303e-02,       0.108,       0.000,       0.994,   6.029e-03,      0.5404
 822,   8.827e-01,  -9.309e-01,   1.410e-02,       0.106,       0.000,       0.994,   6.261e-03,      0.5649
 823,   8.724e-01,  -9.309e-01,   1.520e-02,       0.104,       0.000,       0.995,   6.487e-03,      0.5897
 824,   8.618e-01,  -9.309e-01,   1.631e-02,       0.102,      -0.000,       0.995,   6.706e-03,      0.6146
 825,   8.507e-01,  -9.309e-01,   1.742e-02,       0.099,      -0.000,       0.995,   6.918e-03,      0.6384
 826,   8.394e-01,  -9.309e-01,   1.855e-02,       0.096,       0.000,       0.995,   7.124e-03,      0.6626
 827,   8.277e-01,  -9.309e-01,   1.967e-02,       0.094,       0.000,       0.996,   7.322e-03,      0.6869
 828,   8.156e-01,  -9.309e-01,   2.080e-02,       0.091,      -0.000,       0.996,   7.513e-03,      0.7113
 829,   8.033e-01,  -9.309e-01,   2.192e-02,       0.089,       0.000,       0.996,   7.697e-03,      0.7357
 830,   7.907e-01,  -9.309e-01,   2.303e-02,       0.086,       0.000,       0.996,   7.872e-03,      0.7602
 831,   7.778e-01,  -9.309e-01,   2.414e-02,       0.083,       0.000,       0.997,   8.040e-03,      0.7848
 832,   7.646e-01,  -9.309e-01,   2.522e-02,       0.080,       0.000,       0.997,   8.200e-03,      0.8094
 833,   7.511e-01,  -9.309e-01,   2.629e-02,       0.077,       0.000,       0.997,   8.352e-03,      0.8341
 834,   7.374e-01,  -9.309e-01,   2.734e-02,       0.074,       0.000,       0.997,   8.496e-03,      0.8589
 835,   7.235e-01,  -9.309e-01,   2.837e-02,       0.071,       0.000,       0.997,   8.631e-03,      0.8837
 836,   7.093e-01,  -9.309e-01,   2.936e-02,       0.068,       0.000,       0.998,   8.757e-03,      0.9087
 837,   6.949e-01,  -9.309e-01,   3.033e-02,       0.065,       0.000,       0.998,   8.875e-03,      0.9337
 838,   6.804e-01,  -9.309e-01,   3.126e-02,       0.061,       0.000,       0.998,   8.985e-03,      0.9590
 839,   6.657e-01,  -9.309e-01,   3.215e-02,       0.058,       0.000,       0.998,   9.085e-03,      0.9844
 840,   6.508e-01,  -9.309e-01,   3.300e-02,       0.055,       0.000,       0.998,   9.177e-03,      1.0100
 841,   6.357e-01,  -9.309e-01,   3.382e-02,       0.051,       0.000,       0.999,   9.259e-03,      1.0359
 842,   6.205e-01,  -9.309e-01,   3.459e-02,       0.048,       0.000,       0.999,   9.333e-03,      1.0620
 843,   6.052e-01,  -9.309e-01,   3.531e-02,       0.045,       0.000,       0.999,   9.397e-03,      1.0885
 844,   5.898e-01,  -9.309e-01,   3.599e-02,       0.041,       0.000,       0.999,   9.452e-03,      1.1153
 845,   5.743e-01,  -9.309e-01,   3.661e-02,       0.038,       0.000,       0.999,   9.498e-03,      1.1426
 846,   5.588e-01,  -9.309e-01,   3.719e-02,       0.034,       0.000,       0.999,   9.534e-03,      1.1704
 847,   5.431e-01,  -9.309e-01,   3.771e-02,       0.031,       0.000,       1.000,   9.562e-03,      1.1988
 848,   5.275e-01,  -9.309e-01,   3.819e-02,       0.028,       0.000,       1.000,   9.580e-03,      1.2280
 849,   5.118e-01,  -9.309e-01,   3.860e-02,       0.024,       0.000,       1.000,   9.588e-03,      1.2582
 850,   4.961e-01,  -9.309e-01,   3.897e-02,       0.020,       0.000,       1.000,   9.587e-03,      1.2889
 851,   4.804e-01,  -9.309e-01,   3.928e-02,       0.017,       0.000,       1.000,   9.577e-03,      1.3203
 852,   4.647e-01,  -9.309e-01,   3.953e-02,       0.013,       0.000,       1.000,   9.558e-03,      1.3533
 853,   4.490e-01,  -9.309e-01,   3.972e-02,       0.010,       0.000,       1.000,   9.529e-03,      1.3881
 854,   4.334e-01,  -9.309e-01,   3.987e-02,       0.007,       0.000,       1.000,   9.491e-03,      1.4256
 855,   4.179e-01,  -9.309e-01,   3.995e-02,       0.003,       0.000,       1.000,   9.444e-03,      1.4683
 856,   4.025e-01,  -9.309e-01,   3.999e-02,      -0.001,       0.000,       1.000,   9.387e-03,      1.5162
 857,   3.871e-01,  -9.309e-01,   3.994e-02,      -0.008,       0.000,       1.000,   9.322e-03,      1.5610
 858,   3.719e-01,  -9.309e-01,   3.979e-02,      -0.016,       0.000,       1.000,   9.248e-03,      1.6015
 859,   3.568e-01,  -9.309e-01,   3.952e-02,      -0.024,       0.000,       1.000,   9.165e-03,      1.6387
 860,   3.418e-01,  -9.309e-01,   3.913e-02,      -0.031,       0.000,       1.000,   9.074e-03,      1.6758
 861,   3.270e-01,  -9.309e-01,   3.865e-02,      -0.038,       0.000,       0.999,   8.974e-03,      1.7128
 862,   3.123e-01,  -9.309e-01,   3.806e-02,      -0.046,       0.000,       0.999,   8.866e-03,      1.7499
 863,   2.978e-01,  -9.309e-01,   3.737e-02,      -0.053,       0.000,       0.999,   8.749e-03,      1.7878
 864,   2.836e-01,  -9.309e-01,   3.660e-02,      -0.060,       0.000,       0.998,   8.624e-03,      1.8269
 865,   2.695e-01,  -9.309e-01,   3.573e-02,      -0.067,       0.000,       0.998,   8.491e-03,      1.8638
 866,   2.557e-01,  -9.309e-01,   3.478e-02,      -0.074,       0.000,       0.997,   8.350e-03,      1.9023
 867,   2.421e-01,  -9.309e-01,   3.375e-02,      -0.080,       0.000,       0.997,   8.201e-03,      1.9426
 868,   2.288e-01,  -9.309e-01,   3.266e-02,      -0.087,       0.000,       0.996,   8.043e-03,      1.9848
 869,   2.157e-01,  -9.309e-01,   3.150e-02,      -0.093,       0.000,       0.996,   7.878e-03,      2.0294
 870,   2.030e-01,  -9.309e-01,   3.028e-02,      -0.099,       0.000,       0.995,   7.704e-03,      2.0763
 871,   1.905e-01,  -9.309e-01,   2.902e-02,      -0.106,       0.000,       0.994,   7.524e-03,      2.1236
 872,   1.783e-01,  -9.309e-01,   2.770e-02,      -0.112,       0.000,       0.994,   7.336e-03,      2.1748
 873,   1.664e-01,  -9.309e-01,   2.635e-02,      -0.117,      -0.000,       0.993,   7.140e-03,      2.2299
 874,   1.549e-01,  -9.309e-01,   2.497e-02,      -0.123,      -0.000,       0.992,   6.937e-03,      2.2895
 875,   1.437e-01,  -9.309e-01,   2.357e-02,      -0.128,       0.000,       0.992,   6.727e-03,      2.3547
 876,   1.329e-01,  -9.309e-01,   2.215e-02,      -0.134,       0.000,       0.991,   6.510e-03,      2.4237
 877,   1.224e-01,  -9.309e-01,   2.073e-02,      -0.139,       0.000,       0.990,   6.287e-03,      2.4988
 878,   1.123e-01,  -9.309e-01,   1.930e-02,      -0.144,       0.000,       0.990,   6.057e-03,      2.5821
 879,   1.026e-01,  -9.309e-01,   1.787e-02,      -0.148,       0.000,       0.989,   5.820e-03,      2.6743
 880,   9.323e-02,  -9.309e-01,   1.647e-02,      -0.153,       0.000,       0.988,   5.578e-03,      2.7772
 881,   8.430e-02,  -9.309e-01,   1.508e-02,      -0.157,       0.000,       0.988,   5.329e-03,      2.8922
 882,   7.578e-02,  -9.309e-01,   1.372e-02,      -0.161,       0.000,       0.987,   5.075e-03,      3.0196
 883,   6.768e-02,  -9.309e-01,   1.239e-02,      -0.165,       0.000,       0.986,   4.816e-03,      3.1649
 884,   6.001e-02,  -9.309e-01,   1.110e-02,      -0.168,       0.000,       0.986,   4.551e-03,      3.3307
 885,   5.277e-02,  -9.309e-01,   9.853e-03,      -0.172,       0.000,       0.985,   4.281e-03,      3.5215
 886,   4.597e-02,  -9.309e-01,   8.663e-03,      -0.175,       0.000,       0.985,   4.007e-03,      3.7432
 887,   3.962e-02,  -9.309e-01,   7.529e-03,      -0.178,       0.000,       0.984,   3.728e-03,      4.0017
 888,   3.372e-02,  -9.309e-01,   6.458e-03,      -0.181,       0.000,       0.984,   3.445e-03,      4.3080
