XCP=,0.493302,,,,,,,,,
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp,,
Main WingCp Coefficients,,,,,,,,,,
Strip 1,,,,,,,,,,
274,5.24E-01,-3.94E+00,3.83E-02,0.026,0,1,6.79E-04,0.224,,
275,4.92E-01,-3.94E+00,3.90E-02,0.019,0,1,6.78E-04,0.2261,-3.94,0.2261
276,4.61E-01,-3.94E+00,3.96E-02,0.012,0,1,6.76E-04,0.2325,,
277,4.30E-01,-3.94E+00,3.99E-02,0.005,0,1,6.70E-04,0.2501,,
278,3.99E-01,-3.94E+00,4.00E-02,-0.005,0,1,6.62E-04,0.2744,,
279,3.68E-01,-3.94E+00,3.97E-02,-0.02,0,1,6.52E-04,0.2804,,
280,3.38E-01,-3.94E+00,3.90E-02,-0.035,0,0.999,6.39E-04,0.2785,,
281,3.09E-01,-3.94E+00,3.79E-02,-0.049,0,0.999,6.24E-04,0.2727,,
282,2.80E-01,-3.94E+00,3.64E-02,-0.063,0,0.998,6.06E-04,0.2612,,
283,2.52E-01,-3.94E+00,3.45E-02,-0.077,0,0.997,5.86E-04,0.2445,,
284,2.26E-01,-3.94E+00,3.24E-02,-0.09,0,0.996,5.64E-04,0.2258,,
285,2.00E-01,-3.94E+00,3.00E-02,-0.103,0,0.995,5.39E-04,0.2017,,
286,1.75E-01,-3.94E+00,2.74E-02,-0.115,0,0.993,5.12E-04,0.1733,,
287,1.52E-01,-3.94E+00,2.46E-02,-0.125,0,0.992,4.84E-04,0.1424,,
288,1.30E-01,-3.94E+00,2.18E-02,-0.136,0,0.991,4.53E-04,0.1045,,
289,1.10E-01,-3.94E+00,1.89E-02,-0.146,0,0.989,4.20E-04,0.0619,,
290,9.11E-02,-3.94E+00,1.61E-02,-0.155,0,0.988,3.86E-04,0.0133,,
291,7.38E-02,-3.94E+00,1.34E-02,-0.163,0,0.987,3.50E-04,-0.0465,,
292,5.83E-02,-3.94E+00,1.08E-02,-0.17,0,0.985,3.13E-04,-0.1174,,
293,4.45E-02,-3.94E+00,8.39E-03,-0.176,0,0.984,2.74E-04,-0.2061,,
294,3.25E-02,-3.94E+00,6.22E-03,-0.182,0,0.983,2.34E-04,-0.3217,,
295,2.23E-02,-3.94E+00,4.33E-03,-0.187,0,0.982,1.93E-04,-0.4778,,
296,1.40E-02,-3.94E+00,2.75E-03,-0.19,0,0.982,1.51E-04,-0.7057,,
297,7.63E-03,-3.94E+00,1.51E-03,-0.193,0,0.981,1.08E-04,-1.0841,,
298,3.20E-03,-3.94E+00,6.38E-04,-0.195,0,0.981,6.51E-05,-1.8907,,
299,7.40E-04,-3.94E+00,1.48E-04,-0.196,0,0.981,2.17E-05,-4.6477,,
Strip 7,,,,,,,,,,
300,1.00E+00,-3.92E+00,3.28E-05,0.132,0,0.991,2.54E-05,0.0352,,
301,9.98E-01,-3.92E+00,2.29E-04,0.132,0,0.991,7.60E-05,0.0614,,
302,9.95E-01,-3.92E+00,6.85E-04,0.131,0,0.991,1.26E-04,0.09,,
303,9.89E-01,-3.92E+00,1.40E-03,0.129,0,0.992,1.76E-04,0.1183,,
304,9.82E-01,-3.92E+00,2.35E-03,0.128,0,0.992,2.25E-04,0.1459,,
305,9.73E-01,-3.92E+00,3.53E-03,0.126,0,0.992,2.73E-04,0.1732,,
306,9.62E-01,-3.92E+00,4.93E-03,0.123,0,0.992,3.20E-04,0.1975,,
307,9.49E-01,-3.92E+00,6.52E-03,0.12,0,0.993,3.66E-04,0.22,,
308,9.34E-01,-3.92E+00,8.29E-03,0.117,0,0.993,4.10E-04,0.2395,,
309,9.18E-01,-3.92E+00,1.02E-02,0.113,0,0.994,4.53E-04,0.2558,,
310,9.00E-01,-3.92E+00,1.23E-02,0.109,0,0.994,4.94E-04,0.2678,,
311,8.80E-01,-3.92E+00,1.44E-02,0.105,0,0.994,5.32E-04,0.2777,,
312,8.59E-01,-3.92E+00,1.66E-02,0.1,0,0.995,5.69E-04,0.2835,,
313,8.36E-01,-3.92E+00,1.88E-02,0.095,0,0.995,6.03E-04,0.286,,
314,8.13E-01,-3.92E+00,2.11E-02,0.09,0,0.996,6.35E-04,0.2864,,
315,7.87E-01,-3.92E+00,2.33E-02,0.084,0,0.996,6.64E-04,0.285,,
316,7.61E-01,-3.92E+00,2.55E-02,0.079,0,0.997,6.91E-04,0.2819,,
317,7.34E-01,-3.92E+00,2.76E-02,0.072,0,0.997,7.15E-04,0.2776,,
318,7.06E-01,-3.92E+00,2.96E-02,0.066,0,0.998,7.36E-04,0.2727,,
319,6.77E-01,-3.92E+00,3.15E-02,0.06,0,0.998,7.54E-04,0.2676,,
320,6.47E-01,-3.92E+00,3.32E-02,0.053,0,0.999,7.70E-04,0.2628,,
321,6.17E-01,-3.92E+00,3.48E-02,0.046,0,0.999,7.82E-04,0.2588,,
322,5.86E-01,-3.92E+00,3.61E-02,0.04,0,0.999,7.91E-04,0.256,,
323,5.55E-01,-3.92E+00,3.73E-02,0.033,0,0.999,7.97E-04,0.255,,
324,5.24E-01,-3.92E+00,3.83E-02,0.026,0,1,8.00E-04,0.2565,,
325,4.92E-01,-3.92E+00,3.90E-02,0.019,0,1,8.00E-04,0.2597,-3.916,0.2597
326,4.61E-01,-3.92E+00,3.96E-02,0.012,0,1,7.97E-04,0.2672,,
327,4.30E-01,-3.92E+00,3.99E-02,0.005,0,1,7.91E-04,0.2856,,
328,3.99E-01,-3.92E+00,4.00E-02,-0.005,0,1,7.81E-04,0.3105,,
329,3.68E-01,-3.92E+00,3.97E-02,-0.02,0,1,7.69E-04,0.3165,,
330,3.38E-01,-3.92E+00,3.90E-02,-0.035,0,0.999,7.54E-04,0.3141,,
331,3.09E-01,-3.92E+00,3.79E-02,-0.049,0,0.999,7.36E-04,0.3075,,
332,2.80E-01,-3.92E+00,3.64E-02,-0.063,0,0.998,7.15E-04,0.2949,,
333,2.52E-01,-3.92E+00,3.45E-02,-0.077,0,0.997,6.91E-04,0.2768,,
334,2.26E-01,-3.92E+00,3.24E-02,-0.09,0,0.996,6.65E-04,0.2563,,
335,2.00E-01,-3.92E+00,3.00E-02,-0.103,0,0.995,6.36E-04,0.2299,,
336,1.75E-01,-3.92E+00,2.74E-02,-0.115,0,0.993,6.04E-04,0.1989,,
337,1.52E-01,-3.92E+00,2.46E-02,-0.125,0,0.992,5.71E-04,0.165,,
338,1.30E-01,-3.92E+00,2.18E-02,-0.136,0,0.991,5.34E-04,0.1233,,
339,1.10E-01,-3.92E+00,1.89E-02,-0.146,0,0.989,4.96E-04,0.0763,,
340,9.11E-02,-3.92E+00,1.61E-02,-0.155,0,0.988,4.55E-04,0.0224,,
341,7.38E-02,-3.92E+00,1.34E-02,-0.163,0,0.987,4.13E-04,-0.0433,,
342,5.83E-02,-3.92E+00,1.08E-02,-0.17,0,0.985,3.69E-04,-0.1208,,
343,4.45E-02,-3.92E+00,8.39E-03,-0.176,0,0.984,3.23E-04,-0.2164,,
344,3.25E-02,-3.92E+00,6.22E-03,-0.182,0,0.983,2.76E-04,-0.3388,,
345,2.23E-02,-3.92E+00,4.33E-03,-0.187,0,0.982,2.27E-04,-0.5017,,
346,1.40E-02,-3.92E+00,2.75E-03,-0.19,0,0.982,1.78E-04,-0.7375,,
347,7.63E-03,-3.92E+00,1.51E-03,-0.193,0,0.981,1.28E-04,-1.1278,,
348,3.20E-03,-3.92E+00,6.38E-04,-0.195,0,0.981,7.68E-05,-1.9608,,
349,7.40E-04,-3.92E+00,1.48E-04,-0.196,0,0.981,2.56E-05,-4.8135,,
Strip 8,,,,,,,,,,
350,1.00E+00,-3.89E+00,3.28E-05,0.132,0,0.991,2.92E-05,0.0332,,
351,9.98E-01,-3.89E+00,2.29E-04,0.132,0,0.991,8.75E-05,0.0578,,
352,9.95E-01,-3.89E+00,6.85E-04,0.131,0,0.991,1.45E-04,0.0847,,
353,9.89E-01,-3.89E+00,1.40E-03,0.129,0,0.992,2.03E-04,0.1113,,
354,9.82E-01,-3.89E+00,2.35E-03,0.128,0,0.992,2.59E-04,0.1373,,
355,9.73E-01,-3.89E+00,3.53E-03,0.126,0,0.992,3.15E-04,0.1632,,
356,9.62E-01,-3.89E+00,4.93E-03,0.123,0,0.992,3.69E-04,0.1864,,
357,9.49E-01,-3.89E+00,6.52E-03,0.12,0,0.993,4.21E-04,0.2086,,
358,9.34E-01,-3.89E+00,8.29E-03,0.117,0,0.993,4.72E-04,0.2287,,
359,9.18E-01,-3.89E+00,1.02E-02,0.113,0,0.994,5.21E-04,0.2462,,
360,9.00E-01,-3.89E+00,1.23E-02,0.109,0,0.994,5.68E-04,0.2603,,
361,8.80E-01,-3.89E+00,1.44E-02,0.105,0,0.994,6.13E-04,0.2727,,
362,8.59E-01,-3.89E+00,1.66E-02,0.1,0,0.995,6.55E-04,0.2815,,
363,8.36E-01,-3.89E+00,1.88E-02,0.095,0,0.995,6.94E-04,0.2873,,
364,8.13E-01,-3.89E+00,2.11E-02,0.09,0,0.996,7.31E-04,0.2911,,
365,7.87E-01,-3.89E+00,2.33E-02,0.084,0,0.996,7.65E-04,0.2931,,
366,7.61E-01,-3.89E+00,2.55E-02,0.079,0,0.997,7.96E-04,0.2933,,
367,7.34E-01,-3.89E+00,2.76E-02,0.072,0,0.997,8.23E-04,0.2923,,
368,7.06E-01,-3.89E+00,2.96E-02,0.066,0,0.998,8.48E-04,0.2905,,
369,6.77E-01,-3.89E+00,3.15E-02,0.06,0,0.998,8.69E-04,0.2882,,
370,6.47E-01,-3.89E+00,3.32E-02,0.053,0,0.999,8.86E-04,0.286,,
371,6.17E-01,-3.89E+00,3.48E-02,0.046,0,0.999,9.00E-04,0.2843,,
372,5.86E-01,-3.89E+00,3.61E-02,0.04,0,0.999,9.11E-04,0.2836,,
373,5.55E-01,-3.89E+00,3.73E-02,0.033,0,0.999,9.18E-04,0.2842,,
374,5.24E-01,-3.89E+00,3.83E-02,0.026,0,1,9.21E-04,0.287,,
375,4.92E-01,-3.89E+00,3.90E-02,0.019,0,1,9.21E-04,0.2913,-3.889,0.2913
376,4.61E-01,-3.89E+00,3.96E-02,0.012,0,1,9.17E-04,0.2996,,
377,4.30E-01,-3.89E+00,3.99E-02,0.005,0,1,9.10E-04,0.3186,,
378,3.99E-01,-3.89E+00,4.00E-02,-0.005,0,1,8.99E-04,0.3438,,
379,3.68E-01,-3.89E+00,3.97E-02,-0.02,0,1,8.85E-04,0.3498,,
380,3.38E-01,-3.89E+00,3.90E-02,-0.035,0,0.999,8.68E-04,0.347,,
381,3.09E-01,-3.89E+00,3.79E-02,-0.049,0,0.999,8.47E-04,0.3396,,
382,2.80E-01,-3.89E+00,3.64E-02,-0.063,0,0.998,8.23E-04,0.3258,,
383,2.52E-01,-3.89E+00,3.45E-02,-0.077,0,0.997,7.96E-04,0.3062,,
384,2.26E-01,-3.89E+00,3.24E-02,-0.09,0,0.996,7.65E-04,0.2839,,
385,2.00E-01,-3.89E+00,3.00E-02,-0.103,0,0.995,7.32E-04,0.2554,,
386,1.75E-01,-3.89E+00,2.74E-02,-0.115,0,0.993,6.96E-04,0.2219,,
387,1.52E-01,-3.89E+00,2.46E-02,-0.125,0,0.992,6.57E-04,0.185,,
388,1.30E-01,-3.89E+00,2.18E-02,-0.136,0,0.991,6.15E-04,0.1399,,
389,1.10E-01,-3.89E+00,1.89E-02,-0.146,0,0.989,5.71E-04,0.0891,,
390,9.11E-02,-3.89E+00,1.61E-02,-0.155,0,0.988,5.24E-04,0.031,,
391,7.38E-02,-3.89E+00,1.34E-02,-0.163,0,0.987,4.75E-04,-0.0391,,
392,5.83E-02,-3.89E+00,1.08E-02,-0.17,0,0.985,4.25E-04,-0.121,,
393,4.45E-02,-3.89E+00,8.39E-03,-0.176,0,0.984,3.72E-04,-0.221,,
394,3.25E-02,-3.89E+00,6.22E-03,-0.182,0,0.983,3.17E-04,-0.3474,,
395,2.23E-02,-3.89E+00,4.33E-03,-0.187,0,0.982,2.62E-04,-0.5142,,
396,1.40E-02,-3.89E+00,2.75E-03,-0.19,0,0.982,2.05E-04,-0.7544,,
397,7.63E-03,-3.89E+00,1.51E-03,-0.193,0,0.981,1.47E-04,-1.1514,,
398,3.20E-03,-3.89E+00,6.38E-04,-0.195,0,0.981,8.84E-05,-1.9989,,
399,7.40E-04,-3.89E+00,1.48E-04,-0.196,0,0.981,2.95E-05,-4.904,,
Strip 9,,,,,,,,,,
400,1.00E+00,-3.86E+00,3.28E-05,0.132,0,0.991,3.30E-05,0.032,,
401,9.98E-01,-3.86E+00,2.29E-04,0.132,0,0.991,9.89E-05,0.0556,,
402,9.95E-01,-3.86E+00,6.85E-04,0.131,0,0.991,1.64E-04,0.0815,,
403,9.89E-01,-3.86E+00,1.40E-03,0.129,0,0.992,2.29E-04,0.1071,,
404,9.82E-01,-3.86E+00,2.35E-03,0.128,0,0.992,2.93E-04,0.1321,,
405,9.73E-01,-3.86E+00,3.53E-03,0.126,0,0.992,3.56E-04,0.1572,,
406,9.62E-01,-3.86E+00,4.93E-03,0.123,0,0.992,4.17E-04,0.1799,,
407,9.49E-01,-3.86E+00,6.52E-03,0.12,0,0.993,4.76E-04,0.2019,,
408,9.34E-01,-3.86E+00,8.29E-03,0.117,0,0.993,5.34E-04,0.2222,,
409,9.18E-01,-3.86E+00,1.02E-02,0.113,0,0.994,5.89E-04,0.2405,,
410,9.00E-01,-3.86E+00,1.23E-02,0.109,0,0.994,6.42E-04,0.2559,,
411,8.80E-01,-3.86E+00,1.44E-02,0.105,0,0.994,6.93E-04,0.2703,,
412,8.59E-01,-3.86E+00,1.66E-02,0.1,0,0.995,7.40E-04,0.2814,,
413,8.36E-01,-3.86E+00,1.88E-02,0.095,0,0.995,7.85E-04,0.2899,,
414,8.13E-01,-3.86E+00,2.11E-02,0.09,0,0.996,8.26E-04,0.2965,,
415,7.87E-01,-3.86E+00,2.33E-02,0.084,0,0.996,8.65E-04,0.3014,,
416,7.61E-01,-3.86E+00,2.55E-02,0.079,0,0.997,8.99E-04,0.3046,,
417,7.34E-01,-3.86E+00,2.76E-02,0.072,0,0.997,9.30E-04,0.3065,,
418,7.06E-01,-3.86E+00,2.96E-02,0.066,0,0.998,9.58E-04,0.3074,,
419,6.77E-01,-3.86E+00,3.15E-02,0.06,0,0.998,9.82E-04,0.3077,,
420,6.47E-01,-3.86E+00,3.32E-02,0.053,0,0.999,1.00E-03,0.3079,,
421,6.17E-01,-3.86E+00,3.48E-02,0.046,0,0.999,1.02E-03,0.3082,,
422,5.86E-01,-3.86E+00,3.61E-02,0.04,0,0.999,1.03E-03,0.3093,,
423,5.55E-01,-3.86E+00,3.73E-02,0.033,0,0.999,1.04E-03,0.3114,,
424,5.24E-01,-3.86E+00,3.83E-02,0.026,0,1,1.04E-03,0.3153,,
425,4.92E-01,-3.86E+00,3.90E-02,0.019,0,1,1.04E-03,0.3206,-3.858,0.3206
426,4.61E-01,-3.86E+00,3.96E-02,0.012,0,1,1.04E-03,0.3296,,
427,4.30E-01,-3.86E+00,3.99E-02,0.005,0,1,1.03E-03,0.349,,
428,3.99E-01,-3.86E+00,4.00E-02,-0.005,0,1,1.02E-03,0.3744,,
429,3.68E-01,-3.86E+00,3.97E-02,-0.02,0,1,1.00E-03,0.3802,,
430,3.38E-01,-3.86E+00,3.90E-02,-0.035,0,0.999,9.81E-04,0.3769,,
431,3.09E-01,-3.86E+00,3.79E-02,-0.049,0,0.999,9.57E-04,0.3687,,
432,2.80E-01,-3.86E+00,3.64E-02,-0.063,0,0.998,9.30E-04,0.3538,,
433,2.52E-01,-3.86E+00,3.45E-02,-0.077,0,0.997,8.99E-04,0.3328,,
434,2.26E-01,-3.86E+00,3.24E-02,-0.09,0,0.996,8.65E-04,0.3088,,
435,2.00E-01,-3.86E+00,3.00E-02,-0.103,0,0.995,8.27E-04,0.2784,,
436,1.75E-01,-3.86E+00,2.74E-02,-0.115,0,0.993,7.86E-04,0.2425,,
437,1.52E-01,-3.86E+00,2.46E-02,-0.125,0,0.992,7.42E-04,0.2031,,
438,1.30E-01,-3.86E+00,2.18E-02,-0.136,0,0.991,6.95E-04,0.1551,,
439,1.10E-01,-3.86E+00,1.89E-02,-0.146,0,0.989,6.45E-04,0.1013,,
440,9.11E-02,-3.86E+00,1.61E-02,-0.155,0,0.988,5.93E-04,0.0402,,
441,7.38E-02,-3.86E+00,1.34E-02,-0.163,0,0.987,5.37E-04,-0.0329,,
442,5.83E-02,-3.86E+00,1.08E-02,-0.17,0,0.985,4.80E-04,-0.1177,,
443,4.45E-02,-3.86E+00,8.39E-03,-0.176,0,0.984,4.20E-04,-0.2201,,
444,3.25E-02,-3.86E+00,6.22E-03,-0.182,0,0.983,3.59E-04,-0.3487,,
445,2.23E-02,-3.86E+00,4.33E-03,-0.187,0,0.982,2.96E-04,-0.5173,,
446,1.40E-02,-3.86E+00,2.75E-03,-0.19,0,0.982,2.31E-04,-0.7592,,
447,7.63E-03,-3.86E+00,1.51E-03,-0.193,0,0.981,1.66E-04,-1.1584,,
448,3.20E-03,-3.86E+00,6.38E-04,-0.195,0,0.981,9.99E-05,-2.0106,,
449,7.40E-04,-3.86E+00,1.48E-04,-0.196,0,0.981,3.34E-05,-4.9318,,
Strip 10,,,,,,,,,,
450,1.00E+00,-3.82E+00,3.28E-05,0.132,0,0.991,3.68E-05,0.0313,,
451,9.98E-01,-3.82E+00,2.29E-04,0.132,0,0.991,1.10E-04,0.0545,,
452,9.95E-01,-3.82E+00,6.85E-04,0.131,0,0.991,1.83E-04,0.0798,,
453,9.89E-01,-3.82E+00,1.40E-03,0.129,0,0.992,2.55E-04,0.1049,,
454,9.82E-01,-3.82E+00,2.35E-03,0.128,0,0.992,3.27E-04,0.1294,,
455,9.73E-01,-3.82E+00,3.53E-03,0.126,0,0.992,3.96E-04,0.1541,,
456,9.62E-01,-3.82E+00,4.93E-03,0.123,0,0.992,4.65E-04,0.1765,,
457,9.49E-01,-3.82E+00,6.52E-03,0.12,0,0.993,5.31E-04,0.1984,,
458,9.34E-01,-3.82E+00,8.29E-03,0.117,0,0.993,5.95E-04,0.2189,,
459,9.18E-01,-3.82E+00,1.02E-02,0.113,0,0.994,6.57E-04,0.2379,,
460,9.00E-01,-3.82E+00,1.23E-02,0.109,0,0.994,7.16E-04,0.2543,,
461,8.80E-01,-3.82E+00,1.44E-02,0.105,0,0.994,7.72E-04,0.2701,,
462,8.59E-01,-3.82E+00,1.66E-02,0.1,0,0.995,8.25E-04,0.283,,
463,8.36E-01,-3.82E+00,1.88E-02,0.095,0,0.995,8.75E-04,0.2935,,
464,8.13E-01,-3.82E+00,2.11E-02,0.09,0,0.996,9.21E-04,0.3025,,
465,7.87E-01,-3.82E+00,2.33E-02,0.084,0,0.996,9.63E-04,0.3098,,
466,7.61E-01,-3.82E+00,2.55E-02,0.079,0,0.997,1.00E-03,0.3156,,
467,7.34E-01,-3.82E+00,2.76E-02,0.072,0,0.997,1.04E-03,0.3199,,
468,7.06E-01,-3.82E+00,2.96E-02,0.066,0,0.998,1.07E-03,0.3232,,
469,6.77E-01,-3.82E+00,3.15E-02,0.06,0,0.998,1.09E-03,0.3259,,
470,6.47E-01,-3.82E+00,3.32E-02,0.053,0,0.999,1.12E-03,0.3281,,
471,6.17E-01,-3.82E+00,3.48E-02,0.046,0,0.999,1.13E-03,0.3304,,
472,5.86E-01,-3.82E+00,3.61E-02,0.04,0,0.999,1.15E-03,0.333,,
473,5.55E-01,-3.82E+00,3.73E-02,0.033,0,0.999,1.16E-03,0.3364,,
474,5.24E-01,-3.82E+00,3.83E-02,0.026,0,1,1.16E-03,0.3414,,
475,4.92E-01,-3.82E+00,3.90E-02,0.019,0,1,1.16E-03,0.3475,-3.823,0.3475
476,4.61E-01,-3.82E+00,3.96E-02,0.012,0,1,1.16E-03,0.357,,
477,4.30E-01,-3.82E+00,3.99E-02,0.005,0,1,1.15E-03,0.3768,,
478,3.99E-01,-3.82E+00,4.00E-02,-0.005,0,1,1.13E-03,0.4023,,
479,3.68E-01,-3.82E+00,3.97E-02,-0.02,0,1,1.12E-03,0.4078,,
480,3.38E-01,-3.82E+00,3.90E-02,-0.035,0,0.999,1.09E-03,0.404,,
481,3.09E-01,-3.82E+00,3.79E-02,-0.049,0,0.999,1.07E-03,0.395,,
482,2.80E-01,-3.82E+00,3.64E-02,-0.063,0,0.998,1.04E-03,0.3791,,
483,2.52E-01,-3.82E+00,3.45E-02,-0.077,0,0.997,1.00E-03,0.3568,,
484,2.26E-01,-3.82E+00,3.24E-02,-0.09,0,0.996,9.64E-04,0.3313,,
485,2.00E-01,-3.82E+00,3.00E-02,-0.103,0,0.995,9.22E-04,0.2991,,
486,1.75E-01,-3.82E+00,2.74E-02,-0.115,0,0.993,8.76E-04,0.2614,,
487,1.52E-01,-3.82E+00,2.46E-02,-0.125,0,0.992,8.27E-04,0.2198,,
488,1.30E-01,-3.82E+00,2.18E-02,-0.136,0,0.991,7.75E-04,0.1697,,
489,1.10E-01,-3.82E+00,1.89E-02,-0.146,0,0.989,7.19E-04,0.1137,,
490,9.11E-02,-3.82E+00,1.61E-02,-0.155,0,0.988,6.60E-04,0.0505,,
491,7.38E-02,-3.82E+00,1.34E-02,-0.163,0,0.987,5.99E-04,-0.0245,,
492,5.83E-02,-3.82E+00,1.08E-02,-0.17,0,0.985,5.35E-04,-0.1109,,
493,4.45E-02,-3.82E+00,8.39E-03,-0.176,0,0.984,4.68E-04,-0.2145,,
494,3.25E-02,-3.82E+00,6.22E-03,-0.182,0,0.983,4.00E-04,-0.3439,,
495,2.23E-02,-3.82E+00,4.33E-03,-0.187,0,0.982,3.30E-04,-0.5127,,
496,1.40E-02,-3.82E+00,2.75E-03,-0.19,0,0.982,2.58E-04,-0.7542,,
497,7.63E-03,-3.82E+00,1.51E-03,-0.193,0,0.981,1.85E-04,-1.1521,,
498,3.20E-03,-3.82E+00,6.38E-04,-0.195,0,0.981,1.11E-04,-2.0005,,
499,7.40E-04,-3.82E+00,1.48E-04,-0.196,0,0.981,3.72E-05,-4.908,,
Strip 11,,,,,,,,,,
500,1.00E+00,-3.78E+00,3.28E-05,0.132,0,0.991,4.05E-05,0.031,,
501,9.98E-01,-3.78E+00,2.29E-04,0.132,0,0.991,1.21E-04,0.054,,
502,9.95E-01,-3.78E+00,6.85E-04,0.131,0,0.991,2.02E-04,0.0791,,
503,9.89E-01,-3.78E+00,1.40E-03,0.129,0,0.992,2.81E-04,0.1039,,
504,9.82E-01,-3.78E+00,2.35E-03,0.128,0,0.992,3.60E-04,0.1283,,
505,9.73E-01,-3.78E+00,3.53E-03,0.126,0,0.992,4.37E-04,0.1528,,
506,9.62E-01,-3.78E+00,4.93E-03,0.123,0,0.992,5.12E-04,0.1752,,
507,9.49E-01,-3.78E+00,6.52E-03,0.12,0,0.993,5.85E-04,0.1972,,
508,9.34E-01,-3.78E+00,8.29E-03,0.117,0,0.993,6.55E-04,0.218,,
509,9.18E-01,-3.78E+00,1.02E-02,0.113,0,0.994,7.23E-04,0.2375,,
510,9.00E-01,-3.78E+00,1.23E-02,0.109,0,0.994,7.88E-04,0.2547,,
511,8.80E-01,-3.78E+00,1.44E-02,0.105,0,0.994,8.50E-04,0.2716,,
512,8.59E-01,-3.78E+00,1.66E-02,0.1,0,0.995,9.09E-04,0.2859,,
513,8.36E-01,-3.78E+00,1.88E-02,0.095,0,0.995,9.63E-04,0.2981,,
514,8.13E-01,-3.78E+00,2.11E-02,0.09,0,0.996,1.01E-03,0.309,,
515,7.87E-01,-3.78E+00,2.33E-02,0.084,0,0.996,1.06E-03,0.3183,,
516,7.61E-01,-3.78E+00,2.55E-02,0.079,0,0.997,1.10E-03,0.3262,,
517,7.34E-01,-3.78E+00,2.76E-02,0.072,0,0.997,1.14E-03,0.3327,,
518,7.06E-01,-3.78E+00,2.96E-02,0.066,0,0.998,1.18E-03,0.3381,,
519,6.77E-01,-3.78E+00,3.15E-02,0.06,0,0.998,1.21E-03,0.3427,,
520,6.47E-01,-3.78E+00,3.32E-02,0.053,0,0.999,1.23E-03,0.3467,,
521,6.17E-01,-3.78E+00,3.48E-02,0.046,0,0.999,1.25E-03,0.3506,,
522,5.86E-01,-3.78E+00,3.61E-02,0.04,0,0.999,1.26E-03,0.3546,,
523,5.55E-01,-3.78E+00,3.73E-02,0.033,0,0.999,1.27E-03,0.3592,,
524,5.24E-01,-3.78E+00,3.83E-02,0.026,0,1,1.28E-03,0.3652,,
525,4.92E-01,-3.78E+00,3.90E-02,0.019,0,1,1.28E-03,0.3719,-3.784,0.3719
526,4.61E-01,-3.78E+00,3.96E-02,0.012,0,1,1.27E-03,0.3819,,
527,4.30E-01,-3.78E+00,3.99E-02,0.005,0,1,1.26E-03,0.4019,,
528,3.99E-01,-3.78E+00,4.00E-02,-0.005,0,1,1.25E-03,0.4274,,
529,3.68E-01,-3.78E+00,3.97E-02,-0.02,0,1,1.23E-03,0.4327,,
530,3.38E-01,-3.78E+00,3.90E-02,-0.035,0,0.999,1.20E-03,0.4284,,
531,3.09E-01,-3.78E+00,3.79E-02,-0.049,0,0.999,1.18E-03,0.4187,,
532,2.80E-01,-3.78E+00,3.64E-02,-0.063,0,0.998,1.14E-03,0.4019,,
533,2.52E-01,-3.78E+00,3.45E-02,-0.077,0,0.997,1.10E-03,0.3785,,
534,2.26E-01,-3.78E+00,3.24E-02,-0.09,0,0.996,1.06E-03,0.3517,,
535,2.00E-01,-3.78E+00,3.00E-02,-0.103,0,0.995,1.02E-03,0.3181,,
536,1.75E-01,-3.78E+00,2.74E-02,-0.115,0,0.993,9.65E-04,0.2788,,
537,1.52E-01,-3.78E+00,2.46E-02,-0.125,0,0.992,9.11E-04,0.2357,,
538,1.30E-01,-3.78E+00,2.18E-02,-0.136,0,0.991,8.54E-04,0.1841,,
539,1.10E-01,-3.78E+00,1.89E-02,-0.146,0,0.989,7.92E-04,0.1266,,
540,9.11E-02,-3.78E+00,1.61E-02,-0.155,0,0.988,7.27E-04,0.0621,,
541,7.38E-02,-3.78E+00,1.34E-02,-0.163,0,0.987,6.60E-04,-0.014,,
542,5.83E-02,-3.78E+00,1.08E-02,-0.17,0,0.985,5.89E-04,-0.1011,,
543,4.45E-02,-3.78E+00,8.39E-03,-0.176,0,0.984,5.16E-04,-0.205,,
544,3.25E-02,-3.78E+00,6.22E-03,-0.182,0,0.983,4.40E-04,-0.3341,,
545,2.23E-02,-3.78E+00,4.33E-03,-0.187,0,0.982,3.63E-04,-0.502,,
546,1.40E-02,-3.78E+00,2.75E-03,-0.19,0,0.982,2.84E-04,-0.7414,,
547,7.63E-03,-3.78E+00,1.51E-03,-0.193,0,0.981,2.04E-04,-1.1349,,
548,3.20E-03,-3.78E+00,6.38E-04,-0.195,0,0.981,1.23E-04,-1.9728,,
549,7.40E-04,-3.78E+00,1.48E-04,-0.196,0,0.981,4.10E-05,-4.8422,,
Strip 12,,,,,,,,,,
550,1.00E+00,-3.74E+00,3.28E-05,0.132,0,0.991,4.42E-05,0.031,,
551,9.98E-01,-3.74E+00,2.29E-04,0.132,0,0.991,1.32E-04,0.0539,,
552,9.95E-01,-3.74E+00,6.85E-04,0.131,0,0.991,2.20E-04,0.079,,
553,9.89E-01,-3.74E+00,1.40E-03,0.129,0,0.992,3.07E-04,0.1039,,
554,9.82E-01,-3.74E+00,2.35E-03,0.128,0,0.992,3.93E-04,0.1282,,
555,9.73E-01,-3.74E+00,3.53E-03,0.126,0,0.992,4.76E-04,0.1528,,
556,9.62E-01,-3.74E+00,4.93E-03,0.123,0,0.992,5.58E-04,0.1753,,
557,9.49E-01,-3.74E+00,6.52E-03,0.12,0,0.993,6.38E-04,0.1975,,
